,customer_city,price,cumulative_sum,cumcut
0,sao paulo,1949872.31,1949872.31,0.1411853172049174
1,rio de janeiro,992850.85,2942723.16,0.2130751335152079
2,belo horizonte,357290.34,3300013.5,0.23894562243309647
3,brasilia,306156.14,3606169.64,0.2611136133925317
4,curitiba,212793.74,3818963.38,0.27652146934650473
5,campinas,192439.83,4011403.21,0.2904555502101949
6,salvador,188844.18,4200247.39,0.3041292791609909
7,porto alegre,187214.05,4387461.4399999995,0.3176849745257132
8,guarulhos,149738.68,4537200.119999999,0.3285271732303276
9,niteroi,130599.52,4667799.639999999,0.3379835538166081
10,sao bernardo do campo,106697.37,4774497.009999999,0.3457092402377771
11,goiania,104754.83,4879251.839999999,0.35329427225574406
12,santos,101772.76,4981024.599999999,0.3606633801351313
13,fortaleza,100500.41,5081525.009999999,0.36794036037240346
14,santo andre,92312.7,5173837.709999999,0.37462448925853675
15,recife,87324.32,5261162.029999999,0.3809474221786436
16,jundiai,87320.58,5348482.609999999,0.38727008429481946
17,florianopolis,86167.39,5434649.999999999,0.3935092468427864
18,osasco,84185.52,5518835.519999999,0.3996049072018285
19,belem,80863.19,5599698.709999999,0.40546000605717436
20,sao jose dos campos,78166.24,5677864.949999999,0.4111198255912626
21,sorocaba,77889.45,5755754.399999999,0.41675960346223845
22,ribeirao preto,66371.44,5822125.84,0.4215653913908578
23,juiz de fora,66190.58,5888316.42,0.4263580837047855
24,nova iguacu,59898.98,5948215.4,0.43069521719202963
25,campo grande,57071.96,6005287.36,0.4348276533186324
26,joao pessoa,54859.42,6060146.78,0.43879988502562955
27,mogi das cruzes,54034.43,6114181.21,0.4427123812954683
28,sao goncalo,53830.21,6168011.42,0.44661009051215916
29,vitoria,52572.69,6220584.11,0.4504167458894879
30,teresina,51881.26,6272465.37,0.45417333657110576
31,barueri,51300.48,6323765.850000001,0.457887874443365
32,sao luis,51092.96,6374858.8100000005,0.46158738631783136
33,uberlandia,50403.88,6425262.69,0.4652370036541371
34,contagem,50334.65,6475597.340000001,0.4688816082214221
35,piracicaba,50278.97,6525876.3100000005,0.47252218114087985
36,vila velha,48530.33,6574406.640000001,0.476036139465212
37,sao jose do rio preto,47748.41,6622155.050000001,0.47949348094203953
38,londrina,46598.17,6668753.220000001,0.4828675364526892
39,maceio,45839.82,6714593.040000001,0.48618668175985874
40,caxias do sul,44873.46,6759466.500000001,0.4894358553860959
41,natal,44843.13,6804309.630000001,0.49268283289382375
42,maua,44056.42,6848366.050000001,0.49587284672227444
43,praia grande,40528.3,6888894.350000001,0.4988073983141559
44,bauru,39479.17,6928373.5200000005,0.5016659850589652
45,indaiatuba,38741.58,6967115.100000001,0.5044711647793335
46,cuiaba,38698.75,7005813.850000001,0.5072732432878405
47,maringa,38550.21,7044364.0600000005,0.5100645663910267
48,aracaju,36484.72,7080848.78,0.5127063325928005
49,taboao da serra,36021.35,7116870.13,0.5153145473460524
50,serra,35889.26,7152759.39,0.5179131977968349
51,divinopolis,35760.87,7188520.26,0.52050255185278
52,santa maria,35726.92,7224247.18,0.5230894476751813
53,joinville,35185.87,7259433.05,0.5256371674369338
54,marilia,34981.090000000004,7294414.14,0.5281700595973562
55,duque de caxias,34638.92,7329053.06,0.5306781760943978
56,campos dos goytacazes,34464.97,7363518.029999999,0.5331736973123529
57,volta redonda,34328.45,7397846.4799999995,0.5356593334627545
58,petropolis,34081.16,7431927.64,0.5381270639703545
59,carapicuiba,33061.63,7464989.27,0.5405209728919401
60,sao caetano do sul,32619.57,7497608.84,0.5428828733681502
61,guaruja,31356.05,7528964.89,0.5451532855601893
62,sao carlos,31243.94,7560208.83,0.5474155801509727
63,macae,30962.44,7591171.2700000005,0.5496574920394688
64,atibaia,30901.03,7622072.300000001,0.551894957385345
65,taubate,30457.88,7652530.180000001,0.5541003353617056
66,cotia,30077.14,7682607.32,0.5562781449186384
67,diadema,29688.05,7712295.37,0.5584277814537844
68,canoas,29369.81,7741665.18,0.5605543750362626
69,nova friburgo,28130.41,7769795.59,0.5625912268027018
70,betim,28103.41,7797899.0,0.5646261235675007
71,feira de santana,28034.14,7825933.14,0.56665600466698
72,uberaba,27456.55,7853389.6899999995,0.568644063936924
73,presidente prudente,26915.31,7880304.999999999,0.5705929333888003
74,montes claros,26546.420000000002,7906851.419999999,0.5725150924497467
75,suzano,26475.84,7933327.259999999,0.5744321409915903
76,cascavel,25674.37,7959001.629999999,0.5762911571199266
77,blumenau,25622.77,7984624.3999999985,0.5781464370229058
78,americana,25472.91,8010097.309999999,0.5799908659427064
79,franca,25307.89,8035405.199999998,0.581823346182111
80,palmas,25024.87,8060430.069999998,0.5836353336598765
81,santana de parnaiba,23459.93,8083889.999999998,0.5853340077944177
82,sumare,23412.09,8107302.089999998,0.5870292179556821
83,pelotas,23269.61,8130571.699999998,0.5887141115008829
84,limeira,23166.24,8153737.939999999,0.5903915202860999
85,ipatinga,22673.52,8176411.459999998,0.5920332524636043
86,porto velho,22647.95,8199059.409999998,0.593673133182148
87,valinhos,22375.75,8221435.159999998,0.5952933045878581
88,araraquara,21534.81,8242969.969999998,0.5968525856572926
89,pouso alegre,21483.05,8264453.019999998,0.5984081189161751
90,jaboatao dos guararapes,21389.87,8285842.889999998,0.5999569052471744
91,nova lima,21042.95,8306885.839999998,0.6014805719793191
92,manaus,20904.08,8327789.919999998,0.6029941834863604
93,rio claro,20641.85,8348431.769999998,0.6044888075830256
94,sao jose,20552.14,8368983.909999997,0.605976936005722
95,braganca paulista,20522.52,8389506.429999998,0.6074629197192116
96,embu das artes,20207.57,8409713.999999998,0.6089260987006038
97,barra mansa,19711.260000000002,8429425.259999998,0.6103533411314728
98,campina grande,19691.53,8449116.789999997,0.611779154962995
99,sao vicente,19657.36,8468774.149999997,0.61320249463133
100,sao joao de meriti,19651.43,8488425.579999996,0.6146254049233789
101,gravatai,19429.27,8507854.849999996,0.6160322291723012
102,rio das ostras,19347.89,8527202.739999996,0.6174331609014644
103,governador valadares,19190.35,8546393.089999996,0.6188226855580935
104,angra dos reis,19145.67,8565538.759999996,0.6202089750490452
105,itaquaquecetuba,19092.51,8584631.269999996,0.6215914153589894
106,ponta grossa,18874.45,8603505.719999995,0.6229580664964263
107,ananindeua,18823.13,8622328.849999996,0.6243210016825973
108,itajai,18755.56,8641084.409999996,0.6256790442961446
109,jacarei,18497.94,8659582.349999996,0.6270184332977441
110,itapevi,18380.81,8677963.159999996,0.628349341212598
111,aracatuba,18212.52,8696175.679999996,0.6296680636746349
112,sete lagoas,17968.83,8714144.509999996,0.6309691411607556
113,anapolis,17944.67,8732089.179999996,0.6322684692824456
114,cabo frio,17822.22,8749911.399999997,0.6335589311096593
115,novo hamburgo,17641.73,8767553.129999997,0.6348363241129446
116,ferraz de vasconcelos,17597.43,8785150.559999997,0.6361105094653902
117,teresopolis,17462.33,8802612.889999997,0.6373749125688871
118,botucatu,17314.3,8819927.189999998,0.6386285971948723
119,paulinia,17303.84,8837231.029999997,0.6398815244387405
120,araruama,17229.11,8854460.139999997,0.6411290406725129
121,patos de minas,17142.98,8871603.119999997,0.6423703204510527
122,aparecida de goiania,17093.17,8888696.289999997,0.6436079936136033
123,balneario camboriu,16797.329999999998,8905493.619999997,0.644824245750773
124,cachoeiro de itapemirim,16735.6,8922229.219999997,0.6460360281749332
125,pocos de caldas,16670.52,8938899.739999996,0.6472430983210654
126,vicosa,16591.53,8955491.269999996,0.6484444490012876
127,cariacica,16451.670000000002,8971942.939999996,0.6496356727730127
128,vitoria da conquista,16448.08,8988391.019999996,0.6508266366019272
129,hortolandia,16408.85,9004799.869999995,0.6520147598858657
130,rio grande,16209.98,9021009.849999996,0.6531884834966108
131,mage,15926.76,9036936.609999996,0.6543416998642235
132,sao jose dos pinhais,15881.8,9052818.409999996,0.6554916607920676
133,marica,15495.960000000001,9068314.369999997,0.6566136840223964
134,chapeco,15416.960000000001,9083731.329999998,0.6577299870627404
135,passo fundo,15163.71,9098895.04,0.6588279529117727
136,rio branco,15012.72,9113907.76,0.6599149859571871
137,guaratingueta,14810.97,9128718.73,0.6609874107959001
138,resende,14750.23,9143468.96,0.6620554376049969
139,birigui,14611.34,9158080.3,0.6631134077408407
140,itajuba,14470.67,9172550.97,0.6641611923181383
141,lavras,14384.86,9186935.83,0.665202763610593
142,varginha,14059.0,9200994.83,0.6662207402054726
143,petrolina,13926.09,9214920.92,0.667229093123759
144,criciuma,13850.98,9228771.9,0.6682320075171118
145,araras,13721.8,9242493.700000001,0.6692255683137275
146,araxa,13667.22,9256160.920000002,0.670215177110731
147,caieiras,13473.72,9269634.640000002,0.6711907750626452
148,nilopolis,13416.97,9283051.610000003,0.6721622638907413
149,santa barbara d'oeste,13222.77,9296274.380000003,0.6731196911885204
150,belford roxo,13028.19,9309302.570000002,0.6740630294411447
151,olinda,12978.37,9322280.940000001,0.6750027603537052
152,jaragua do sul,12924.66,9335205.600000001,0.6759386022611508
153,ourinhos,12793.81,9347999.410000002,0.6768649696513874
154,ribeirao das neves,12668.43,9360667.840000002,0.677782258593266
155,assis,12565.83,9373233.670000002,0.6786921185289113
156,itu,12556.04,9385789.71,0.6796012695954432
157,linhares,12459.800000000001,9398249.510000002,0.6805034521672394
158,pindamonhangaba,12436.18,9410685.690000001,0.6814039244746375
159,itatiba,12425.8,9423111.490000002,0.6823036451925162
160,caraguatatuba,12377.14,9435488.630000003,0.6831998425629942
161,barbacena,12371.03,9447859.660000002,0.6840955975238415
162,itapetininga,12232.88,9460092.540000003,0.6849813493929625
163,santa luzia,12073.92,9472166.460000003,0.6858555913709445
164,amparo,11976.45,9484142.910000002,0.6867227757930049
165,foz do iguacu,11890.28,9496033.190000001,0.6875837208635337
166,lages,11837.0,9507870.190000001,0.688440808064159
167,barreiras,11809.02,9519679.21,0.689295869303825
168,sao joao da boa vista,11767.710000000001,9531446.920000002,0.6901479393909815
169,sao leopoldo,11752.07,9543198.990000002,0.6909988770253358
170,mogi-guacu,11629.82,9554828.810000002,0.6918409628467074
171,tatui,11535.91,9566364.720000003,0.692676248882744
172,macapa,11532.43,9577897.150000002,0.6935112829407913
173,sobral,11521.17,9589418.320000002,0.6943455016907473
174,araguari,11519.47,9600937.790000003,0.6951795973480073
175,valenca,11493.85,9612431.640000002,0.696011837925933
176,votorantim,11411.95,9623843.590000002,0.6968381483322162
177,palhoca,11339.45,9635183.040000001,0.6976592091970578
178,muriae,11302.79,9646485.83,0.6984776156041165
179,gaspar,11003.3,9657489.13,0.6992743366985358
180,varzea paulista,10928.27,9668417.4,0.7000656250606188
181,franco da rocha,10909.4,9679326.8,0.7008555470937776
182,cacapava,10899.77,9690226.57,0.7016447718430181
183,tubarao,10784.630000000001,9701011.200000001,0.7024256595963745
184,ilheus,10739.65,9711750.850000001,0.703203290461813
185,salto,10716.51,9722467.360000001,0.7039792458184382
186,rondonopolis,10687.84,9733155.200000001,0.7047531252529512
187,bertioga,10685.64,9743840.840000002,0.7055268453910343
188,guarapari,10684.11,9754524.950000001,0.706300454745691
189,santa cruz do sul,10681.67,9765206.620000001,0.7070738874261254
190,toledo,10494.54,9775701.16,0.7078337704970429
191,ribeirao pires,10474.61,9786175.77,0.7085922104871198
192,conselheiro lafaiete,10439.64,9796615.41,0.7093481183880352
193,porto seguro,10384.89,9807000.3,0.7101000619800688
194,jau,10365.16,9817365.46,0.7108505769727556
195,cajamar,10226.35,9827591.81,0.7115910410847869
196,itabira,10171.4,9837763.21,0.7123275264064427
197,jatai,10128.26,9847891.47,0.713060888069922
198,itanhaem,9972.07,9857863.540000001,0.7137829404109493
199,sao sebastiao,9971.02,9867834.56,0.7145049167241349
200,barretos,9902.09,9877736.65,0.7152219019905401
201,sao roque,9835.43,9887572.08,0.7159340605751178
202,catanduva,9827.8,9897399.88,0.7166456666907134
203,cachoeirinha,9762.25,9907162.13,0.717352526496771
204,rio verde,9759.29,9916921.42,0.7180591719767228
205,caruaru,9746.58,9926668.0,0.7187648971577543
206,caratinga,9735.25,9936403.25,0.7194698019621716
207,poa,9702.24,9946105.49,0.7201723165960648
208,parnamirim,9625.22,9955730.71,0.7208692544067603
209,lins,9289.13,9965019.840000002,0.7215418567914815
210,ubatuba,9276.71,9974296.550000003,0.7222135598754482
211,dourados,9199.7,9983496.250000002,0.7228796868602916
212,mesquita,9191.92,9992688.170000002,0.7235452505150327
213,mairipora,9154.57,10001842.740000002,0.7242081097508382
214,vinhedo,9153.39,10010996.130000003,0.7248708835458311
215,brusque,9120.25,10020116.380000003,0.7255312577573292
216,pinhais,9057.380000000001,10029173.760000004,0.726187079711304
217,pato branco,9047.64,10038221.400000004,0.7268421964165389
218,manhuacu,9023.7,10047245.100000003,0.727495579686986
219,bage,8936.64,10056181.740000004,0.7281426591632549
220,mogi mirim,8884.77,10065066.510000004,0.7287859828641503
221,pirassununga,8862.33,10073928.840000004,0.7294276817414602
222,lauro de freitas,8848.38,10082777.220000004,0.7300683705345893
223,arapiraca,8728.71,10091505.930000005,0.7307003943260035
224,lagoa santa,8719.49,10100225.420000006,0.7313317505205613
225,itapecerica da serra,8685.710000000001,10108911.130000006,0.7319606607908447
226,francisco morato,8628.97,10117540.100000007,0.7325854626613845
227,guarapuava,8575.45,10126115.550000006,0.7332063892842282
228,leme,8531.72,10134647.270000007,0.7338241495284894
229,paracatu,8511.32,10143158.590000007,0.7344404326603999
230,varzea grande,8503.75,10151662.340000007,0.7350561676677766
231,avare,8502.67,10160165.010000007,0.7356718244750876
232,lajeado,8438.31,10168603.320000008,0.7362828211377478
233,jandira,8400.47,10177003.790000008,0.7368910779018127
234,sao joao del rei,8391.03,10185394.820000008,0.7374986511393782
235,votuporanga,8372.9,10193767.720000008,0.738104911629546
236,lorena,8369.42,10202137.140000008,0.7387109201417245
237,luis eduardo magalhaes,8343.87,10210481.010000007,0.7393150786430913
238,jaguariuna,8312.47,10218793.480000008,0.7399169635499582
239,juazeiro do norte,8255.0,10227048.480000008,0.7405146871996297
240,aruja,8184.78,10235233.260000007,0.7411073263968868
241,teofilo otoni,8147.11,10243380.370000007,0.7416972380048183
242,itabuna,8063.45,10251443.820000006,0.7422810920039634
243,itaborai,8057.55,10259501.370000007,0.7428645187990466
244,videira,7822.35,10267323.720000006,0.7434309153576181
245,itauna,7793.85,10275117.570000006,0.743995248303347
246,araguaina,7773.79,10282891.360000005,0.7445581287552645
247,timoteo,7732.17,10290623.530000005,0.7451179956083572
248,alvorada,7702.2,10298325.730000004,0.745675692409629
249,tupa,7700.05,10306025.780000005,0.7462332335348445
250,registro,7684.96,10313710.740000006,0.7467896820313654
251,artur nogueira,7672.6900000000005,10321383.430000005,0.7473452420882518
252,tres lagoas,7650.22,10329033.650000006,0.7478991751493288
253,colombo,7520.59,10336554.240000006,0.748443722030308
254,trindade,7510.37,10344064.610000005,0.7489875289069625
255,embu-guacu,7487.08,10351551.690000005,0.7495296494136835
256,nova serrana,7447.26,10358998.950000005,0.7500688866550225
257,fernandopolis,7415.16,10366414.110000005,0.7506057996166333
258,juazeiro,7401.28,10373815.390000004,0.7511417075625861
259,unai,7394.38,10381209.770000005,0.7516771158970087
260,matao,7359.72,10388569.490000006,0.7522100145885848
261,uba,7356.03,10395925.520000005,0.7527426460966034
262,patrocinio,7353.11,10403278.630000005,0.7532750661748148
263,campo mourao,7349.51,10410628.140000004,0.7538072255861409
264,paranagua,7339.46,10417967.600000005,0.754338657302412
265,camacari,7292.35,10425259.950000005,0.754866677902858
266,francisco beltrao,7291.58,10432551.530000005,0.7553946427495536
267,ibirite,7277.57,10439829.100000005,0.7559215931676202
268,tres rios,7272.52,10447101.620000005,0.7564481779279726
269,eunapolis,7248.09,10454349.710000005,0.7569729937738777
270,paranavai,7220.85,10461570.560000004,0.7574958372403502
271,colatina,7195.42,10468765.980000004,0.7580168393849074
272,viamao,7192.56,10475958.540000005,0.7585376344441056
273,apucarana,7184.88,10483143.420000006,0.7590578734139484
274,imperatriz,7171.38,10490314.800000006,0.7595771348829711
275,para de minas,7162.08,10497476.880000006,0.7600957229625397
276,itapira,7147.5,10504624.380000006,0.7606132553412226
277,ouro preto,7050.55,10511674.930000007,0.7611237678158672
278,jacobina,7029.76,10518704.690000007,0.7616327749392487
279,pirapora,7022.9400000000005,10525727.630000006,0.7621412882436974
280,ponte nova,7021.78,10532749.410000006,0.7626497175554829
281,sertaozinho,7006.07,10539755.480000006,0.7631570093459439
282,cubatao,6996.03,10546751.510000005,0.7636635741654243
283,boa vista,6967.57,10553719.080000006,0.7641680782683609
284,boituva,6967.35,10560686.430000005,0.7646725664416545
285,joao monlevade,6941.9,10567628.330000006,0.7651752118448834
286,caucaia,6931.57,10574559.900000006,0.7656771092789662
287,alagoinhas,6894.02,10581453.920000006,0.7661762878126195
288,adamantina,6892.47,10588346.390000006,0.7666753541146972
289,umuarama,6834.82,10595181.210000006,0.7671702461262354
290,sinop,6815.37,10601996.580000006,0.7676637298125178
291,navegantes,6783.17,10608779.750000006,0.7681548819783255
292,bento goncalves,6778.57,10615558.320000006,0.7686457010697796
293,itapeva,6748.93,10622307.250000006,0.7691343740038774
294,lencois paulista,6720.22,10629027.470000006,0.7696209681195644
295,erechim,6694.29,10635721.760000005,0.7701056847096018
296,sao mateus,6689.82,10642411.580000006,0.7705900776382566
297,cosmopolis,6668.9,10649080.480000006,0.7710729558026775
298,paracambi,6571.96,10655652.440000007,0.7715488147871349
299,peruibe,6531.12,10662183.560000006,0.7720217166505924
300,paulo afonso,6513.58,10668697.140000006,0.7724933484870584
301,paulista,6440.16,10675137.300000006,0.7729596641672122
302,arapongas,6325.0599999999995,10681462.360000007,0.7734176457477805
303,andradina,6319.43,10687781.790000007,0.773875219674303
304,osorio,6251.24,10694033.030000007,0.7743278561355716
305,primavera do leste,6232.81,10700265.840000007,0.7747791581272021
306,ijui,6197.99,10706463.830000008,0.7752279388907911
307,queimados,6185.45,10712649.280000007,0.7756758116647293
308,cruzeiro,6159.4,10718808.680000007,0.7761217982241221
309,itaguai,6122.54,10724931.220000006,0.7765651158442383
310,guaxupe,6121.0599999999995,10731052.280000007,0.7770083263013017
311,itapema,6109.87,10737162.150000006,0.7774507265187962
312,sao miguel do oeste,6095.82,10743257.970000006,0.7778921094113632
313,esteio,6068.71,10749326.680000007,0.7783315293374685
314,mococa,6020.97,10755347.650000008,0.7787674925310436
315,olimpia,5993.54,10761341.190000007,0.779201469587767
316,vespasiano,5978.44,10767319.630000006,0.7796343532917213
317,extrema,5901.71,10773221.340000007,0.7800616811706435
318,mirassol,5850.89,10779072.230000008,0.7804853293020337
319,jaboticabal,5806.12,10784878.350000007,0.7809057357510744
320,itaperuna,5795.58,10790673.930000007,0.7813253790254006
321,guacui,5677.29,10796351.220000006,0.781736457220318
322,lucas do rio verde,5667.76,10802018.980000006,0.7821468453720638
323,valparaiso de goias,5666.75,10807685.730000006,0.7825571603922669
324,pedro leopoldo,5656.91,10813342.640000006,0.7829667629229832
325,joacaba,5650.8,10818993.440000007,0.7833759230440691
326,boa esperanca,5645.88,10824639.320000008,0.7837847269204117
327,batatais,5606.82,10830246.140000008,0.7841907025610478
328,ituiutaba,5601.87,10835848.010000007,0.7845963197847164
329,gurupi,5582.79,10841430.800000006,0.7850005554738926
330,mossoro,5565.26,10846996.060000006,0.7854035218601519
331,curvelo,5537.11,10852533.170000006,0.7858044499761825
332,concordia,5523.49,10858056.660000006,0.7862043919024967
333,alfenas,5497.31,10863553.970000006,0.7866024382012945
334,santarem,5452.67,10869006.640000006,0.7869972522307136
335,guaiba,5417.51,10874424.150000006,0.787389520413552
336,formosa,5411.15,10879835.300000006,0.7877813280848931
337,sapucaia do sul,5397.84,10885233.140000006,0.7881721720128329
338,arcos,5391.7300000000005,10890624.870000007,0.7885625735311421
339,catalao,5354.04,10895978.910000006,0.7889502460119764
340,mongagua,5339.33,10901318.240000006,0.7893368533789541
341,santo angelo,5333.46,10906651.700000007,0.7897230357140936
342,japeri,5302.26,10911953.960000006,0.7901069589362266
343,caldas novas,5301.63,10917255.590000007,0.7904908365416546
344,arraial do cabo,5275.55,10922531.140000008,0.7908728257603129
345,itumbiara,5275.09,10927806.230000008,0.791254781671536
346,balsas,5274.43,10933080.660000008,0.79163668979383
347,uniao da vitoria,5256.83,10938337.490000008,0.7920173235446842
348,campo largo,5204.88,10943542.370000008,0.7923941957275676
349,santo antonio de padua,5198.71,10948741.08000001,0.7927706211563725
350,rolandia,5194.57,10953935.65000001,0.7931467468182591
351,montenegro,5188.6,10959124.25000001,0.7935224402075609
352,sao joaquim da barra,5187.52,10964311.770000009,0.7938980553967969
353,altamira,5168.15,10969479.92000001,0.7942722680533747
354,cianorte,5152.47,10974632.39000001,0.7946453453608519
355,sao jose do rio pardo,5126.14,10979758.53000001,0.7950165161796923
356,itupeva,5113.61,10984872.14000001,0.7953867797329565
357,itabirito,5112.2300000000005,10989984.37000001,0.7957569433639147
358,santo antonio da patrulha,5100.08,10995084.45000001,0.7961262272441347
359,barra do pirai,5089.1,11000173.55000001,0.7964947160903544
360,tremembe,5087.33,11005260.88000001,0.7968630767753554
361,araucaria,5086.1,11010346.98000001,0.7972313483991705
362,mandaguari,5077.63,11015424.61000001,0.7975990067317305
363,bebedouro,5069.69,11020494.30000001,0.797966090148993
364,piraju,5028.09,11025522.39000001,0.7983301614155802
365,santo antonio de posse,5027.89,11030550.28000001,0.7986942182006738
366,armacao dos buzios,5013.31,11035563.590000011,0.7990572192848815
367,salinas,4986.7699999999995,11040550.36000001,0.7994182986748841
368,tucurui,4976.7,11045527.06000001,0.7997786489216824
369,maracanau,4969.22,11050496.28000001,0.800138457560619
370,cachoeira do sul,4959.22,11055455.500000011,0.8004975421248738
371,aracruz,4957.07,11060412.570000011,0.8008564710130721
372,campo limpo paulista,4923.34,11065335.910000011,0.8012129575973694
373,campo novo do parecis,4915.79,11070251.70000001,0.8015688975052819
374,monte mor,4887.07,11075138.77000001,0.801922757870709
375,jequie,4876.74,11080015.510000011,0.8022758702669899
376,sao bento do sul,4869.9,11084885.410000011,0.8026284873961886
377,simoes filho,4857.47,11089742.880000012,0.8029802045005582
378,capao da canoa,4820.79,11094563.670000011,0.8033292656989953
379,luziania,4803.360000000001,11099367.03000001,0.8036770648352626
380,sao sebastiao do paraiso,4800.05,11104167.080000011,0.8040246243028103
381,dracena,4797.51,11108964.590000011,0.8043719998553888
382,bom jesus do galho,4795.289999999999,11113759.88000001,0.8047192146633878
383,sao pedro da aldeia,4782.43,11118542.31000001,0.8050654983113464
384,rio do sul,4777.85,11123320.16000001,0.8054114503331009
385,louveira,4777.82,11128097.98000001,0.8057574001826313
386,penapolis,4776.58,11132874.56000001,0.8061032602469012
387,bom jesus dos perdoes,4763.03,11137637.59000001,0.8064481391899775
388,caceres,4750.1900000000005,11142387.780000009,0.8067920884211625
389,aparecida,4746.25,11147134.030000009,0.807135752366923
390,vargem grande paulista,4743.15,11151877.180000009,0.8074791918495323
391,catole do rocha,4742.49,11156619.67000001,0.8078225835432126
392,telemaco borba,4742.39,11161362.06000001,0.8081659679961462
393,guaira,4736.9,11166098.96000001,0.8085089549320794
394,passos,4728.28,11170827.24000001,0.808851317715637
395,saquarema,4716.95,11175544.190000009,0.8091928601225804
396,corumba,4700.17,11180244.360000009,0.809533187532208
397,juina,4695.32,11184939.680000009,0.8098731637656151
398,cacador,4686.18,11189625.860000009,0.8102124781947633
399,bom despacho,4680.53,11194306.390000008,0.8105513835217162
400,capivari,4663.71,11198970.100000009,0.8108890709550548
401,canoinhas,4662.9,11203633.00000001,0.8112266997383442
402,fazenda rio grande,4655.49,11208288.49000001,0.8115637919822943
403,cataguases,4623.86,11212912.350000009,0.8118985939780266
404,campo bom,4610.82,11217523.17000001,0.8122324517803741
405,santa barbara,4608.21,11222131.38000001,0.8125661205992297
406,uruguaiana,4608.06,11226739.44000001,0.812899778556965
407,taquaritinga,4604.03,11231343.47000001,0.8132331447126037
408,tres coracoes,4549.73,11235893.20000001,0.8135625791427212
409,ouro branco,4517.23,11240410.43000001,0.8138896603301236
410,alegrete,4483.77,11244894.20000001,0.814214318763641
411,viana,4483.48,11249377.68000001,0.8145389561989929
412,vassouras,4481.900000000001,11253859.580000011,0.814863479230545
413,sabara,4481.78,11258341.36000001,0.8151879935732009
414,formiga,4456.94,11262798.30000001,0.8155107093143477
415,taquara,4427.54,11267225.84000001,0.8158312962759304
416,mariana,4416.58,11271642.42000001,0.8161510896516623
417,seropedica,4391.15,11276033.57000001,0.8164690417054788
418,santo antonio de jesus,4379.86,11280413.430000009,0.8167861762789796
419,taio,4366.23,11284779.66000001,0.8171023239386896
420,xanxere,4360.81,11289140.47000001,0.8174180791499221
421,nova odessa,4352.71,11293493.18000001,0.8177332478606625
422,rio bonito,4352.11,11297845.29000001,0.8180483731269219
423,cruz alta,4340.27,11302185.56000001,0.8183626410887583
424,pacatuba,4317.98,11306503.54000001,0.8186752950881295
425,carangola,4316.27,11310819.81000001,0.81898782527073
426,coronel fabriciano,4311.17,11315130.98000001,0.8192999861752429
427,sao lourenco,4299.88,11319430.86000001,0.8196113295994404
428,tiete,4291.12,11323721.98000001,0.8199220387342167
429,almirante tamandare,4291.09,11328013.07000001,0.8202327456967689
430,guanambi,4249.61,11332262.680000009,0.8205404491975418
431,santana do livramento,4248.23,11336510.91000001,0.8208480527760087
432,sao manuel,4238.18,11340749.09000001,0.8211549286594205
433,porto uniao,4223.65,11344972.74000001,0.82146075246232
434,promissao,4189.85,11349162.59000001,0.8217641288927955
435,taiobeiras,4186.21,11353348.80000001,0.822067241760087
436,monte alegre do sul,4181.79,11357530.59000001,0.8223700345863693
437,parnaiba,4166.91,11361697.50000001,0.8226717499895253
438,santa rita do sapucai,4160.6,11365858.100000009,0.8229730085015571
439,ariquemes,4124.97,11369983.07000001,0.8232716871354985
440,barra do garcas,4121.1900000000005,11374104.26000001,0.8235700920692101
441,orlandia,4112.22,11378216.48000001,0.8238678475079324
442,martinopolis,4097.99,11382314.47000001,0.8241645725883827
443,parauapebas,4092.06,11386406.53000001,0.8244608682925468
444,cerqueira cesar,4088.27,11390494.80000001,0.8247568895724066
445,garanhuns,4084.08,11394578.88000001,0.8250526074649748
446,santa vitoria,4083.77,11398662.65000001,0.8253483029112278
447,andradas,4070.31,11402732.96000001,0.8256430237529595
448,marechal candido rondon,4060.69,11406793.65000001,0.8259370480348474
449,abaetetuba,4058.4700000000003,11410852.12000001,0.8262309115721559
450,pereira barreto,4044.82,11414896.94000001,0.8265237867475241
451,ponta pora,4038.5099999999998,11418935.45000001,0.8268162050317682
452,patos,4036.65,11422972.10000001,0.8271084886381215
453,alvares machado,4022.57,11426994.670000011,0.8273997527473231
454,timbo,4011.57,11431006.240000011,0.8276902203743749
455,carmo do paranaiba,4008.64,11435014.880000012,0.8279804758475451
456,agrestina,3978.0,11438992.880000012,0.8282685127558908
457,santa fe do sul,3945.77,11442938.650000012,0.8285542159715374
458,itarare,3945.2,11446883.85000001,0.8288398779149274
459,russas,3937.67,11450821.52000001,0.829124994630082
460,cambe,3930.67,11454752.19000001,0.8294096044929596
461,tangara da serra,3905.7,11458657.89000001,0.8296924063413571
462,barra bonita,3902.4300000000003,11462560.32000001,0.8299749714173338
463,tijucas,3871.7,11466432.020000009,0.8302553114118139
464,itaqui,3826.17,11470258.190000009,0.8305323546942686
465,cocal do sul,3803.29,11474061.480000008,0.8308077412938516
466,ituverava,3748.7400000000002,11477810.220000008,0.8310791780660466
467,piumhii,3737.21,11481547.430000009,0.8313497799801338
468,ipanema,3727.77,11485275.200000009,0.8316196983677214
469,maraba,3712.07,11488987.270000009,0.8318884799580589
470,sao pedro,3683.54,11492670.810000008,0.8321551957633296
471,iguatu,3676.19,11496347.000000007,0.8324213793737095
472,panambi,3640.9900000000002,11499987.990000008,0.8326850142412101
